type_structure,nom,code_postal,ville,adresse,email,site_web,siret,telephone
Centre social,Centre social Espace 19 Ourcq,75019,Paris 19e Arrondissement,Centre social Espace 19 Ourcq 20 rue Léon Giraud 75019 Paris 19e Arrondissement,ourcq@espace19.org,http://www.espace19.org,32228389600056,0140361578
Centre social,CENTRE SOCIOCULTUREL CAMILLE CLAUDEL,95400,Villiers-le-Bel,"CENTRE SOCIOCULTUREL CAMILLE CLAUDEL 32 bis, avenue du 8 mai 1945 95400 Villiers-le-Bel",csc-claudel@ville-villiers-le-bel.fr,,219506805,
Centre social,centre social Nelly Roussel,92390,Villeneuve-la-Garenne,centre social Nelly Roussel 3 mail Marie-Curie 92390 Villeneuve-la-Garenne,ksayavong@villeneuve92.com,http://www.villeneuve92.com,21920078900010,0140855700
Centre social,CENTRE SOCIAL CHARENTON,75012,Paris 12e Arrondissement,"CENTRE SOCIAL CHARENTON 295, rue de Charenton -hall 15- 75012 Paris 12e Arrondissement",fouad.el-haissoufi@cafparis.cnafmail.fr,caf.fr,38099225500048,
Centre social,ESPACE  VALERY WATTEAU,95200,Sarcelles,ESPACE  VALERY WATTEAU route des refuzniks 95200 Sarcelles,mqvwatteau@yahoo.fr,http://0139948500,219505856-9,
Centre social,ROMAIN ROLLAND (MQ),93200,Saint-Denis,ROMAIN ROLLAND (MQ) 2 rue Henri Barbusse 93200 Saint-Denis,romainrolland.maisonquartier@ville-saint-denis.fr,http://www.ville-saint-denis.fr,21930066200018,0149336666
Centre social,ANDRÉ MALRAUX (CS),93430,Villepinte,ANDRÉ MALRAUX (CS) 1 avenue André Malraux 93430 Villepinte,csamalraux@wanadoo.fr,https://csamconnect.org,40137358400010,
Centre social,ESPACE MUNICIPAL - LOUIS ARAGON,77100,Meaux,ESPACE MUNICIPAL - LOUIS ARAGON mail des Allobroges rue Guillaume Apollinaire 77100 Meaux,espace.louis-aragon@meaux.fr,http://www.ville-meaux.fr  (solidarité)),21770284400010,
Centre social,Centre social Municipal MAISON DU ROND D' OR,94370,Sucy-en-Brie,Centre social Municipal MAISON DU ROND D' OR 16-19 place de la fraternité 94370 Sucy-en-Brie,maison-rondor@ville-sucy.fr,http://www.ville-sucy.fr,21940071000014,0149822450
Centre social,MAISON DE QUARTIER DU VAL  NOTRE DAME,95100,Argenteuil,MAISON DE QUARTIER DU VAL  NOTRE DAME 164 boulevard du Général Delambre 95100 Argenteuil,val.notre.dame@ville-argenteuil.fr,,21950018800012,
Centre social,LA PLAINE  .CACHAN,94230,Cachan,LA PLAINE  .CACHAN 1 allée Pierre de Montreuil 94230 Cachan,laplaine.direction@agaescc.fr,http://www.agaescc.fr,48875532300018,
Centre social,CENTRE SOCIAL SOLIDARITÉ ROQUETTE,75011,Paris 11e Arrondissement,CENTRE SOCIAL SOLIDARITÉ ROQUETTE 47 rue de la roquette 75011 Paris 11e Arrondissement,direction@solidariteroquette.fr,http://www.solidariteroquette.fr,39984846400018,0149238150
Centre social,Le PRÉ GENTIL - AGG (CSC),93110,Rosny-sous-Bois,Le PRÉ GENTIL - AGG (CSC) 2 allée de Colmar 93110 Rosny-sous-Bois,directioncscpregentil@yahoo.fr,http://www.agg-rosny-sous-bois.fr,384 644 852 00038,
Centre social,MAISON DE QUARTIER  SAINT-LOUIS,78000,Versailles,MAISON DE QUARTIER  SAINT-LOUIS 50 rue Royale 78000 Versailles,maison-de-quartier.saint-louis@versailles.fr,http://www.versailles.fr,21780646200016,0130978000
Centre social,MAISON DU CENTRE (CS),93800,Épinay-sur-Seine,"MAISON DU CENTRE (CS) 35, rue de Paris 93800 Épinay-sur-Seine",magdalena.desclaux@epinay-sur-seine.fr,csc.m.centre@epinay-sur-seine.fr,219 300 316 00011,0149719999
Centre social,CENTRE SOCIAL INTERMEDES ROBINSON,91380,Chilly-Mazarin,CENTRE SOCIAL INTERMEDES ROBINSON 12 avenue Mazarin 91380 Chilly-Mazarin,association.cs91@gmail.com,http://www.intermedes-robinson.org,48952584000018,
Centre social,MAISON DE QUARTIER DES TOULEUSES,95000,Cergy,MAISON DE QUARTIER DES TOULEUSES 20 place des touleuses 95000 Cergy,louise.koudje@cergy.fr,http://www.ville-cergy.fr,219 501 277 00897,0134334400
Centre social,LES TROIS QUARTIERS - ACSA (CS),93600,Aulnay-sous-Bois,LES TROIS QUARTIERS - ACSA (CS) 2 allée d'Athènes 93600 Aulnay-sous-Bois,3Quartiers@asso-acsa.fr,http://www.centressociaux-aulnay.fr,347 684 417 00038,
Centre social,MITRY AMBOURGET - ACSA (CS),93600,Aulnay-sous-Bois,MITRY AMBOURGET - ACSA (CS) 19-21 rue du 8 mai 1945 93600 Aulnay-sous-Bois,d.abdoulaye@asso-acsa.fr,http://0143830079,347684417000020,
Centre social,LA MAISON DES SOLIDARITES,94110,Arcueil,LA MAISON DES SOLIDARITES 102 rue Marius Sidobre 94110 Arcueil,info@lamaison.asso.fr,http://www.lamaison.centres-sociaux.fr,52307405200011,
Centre social,CENTRE SOCIAL ROSIERS CHANTEPIE,95200,Sarcelles,CENTRE SOCIAL ROSIERS CHANTEPIE 1 rue de Gascogne 95200 Sarcelles,n.yousfi@sarcelles.fr,,219505856,
Centre social,TRAIT D'UNION-ESPACE SOCIOCULTUREL,91800,Brunoy,TRAIT D'UNION-ESPACE SOCIOCULTUREL 95 rue de Cercay 91800 Brunoy,traitdunion@mairie-brunoy.fr,https://www.brunoy.fr/vos-demarches-services/vie-culturelle-et-animations/trait-dunion/,21910114400018,0169398989
Centre social,CENTRE SOCIAL COLUCCI,91160,Longjumeau,CENTRE SOCIAL COLUCCI 7 rue Maryse Bastié 91160 Longjumeau,maisonsdequartier@longjumeau.fr,http://www.longjumeau.fr/colucci,21910345400225,0164541900
Centre social,ESPACE LOUISE-MICHEL,77100,Meaux,ESPACE LOUISE-MICHEL 1 Place Saint Exupèry 77100 Meaux,hicham.hafid@meaux.fr,http://www.ville-meaux.fr,21770284400010,
Centre social,"L'Arche, maison des habitants - CHAMPAGNE SUR SEINE",77430,Champagne-sur-Seine,"L'Arche, maison des habitants - CHAMPAGNE SUR SEINE 98 rue grande 77430 Champagne-sur-Seine",vie.sociale@ccmsl.com,http://cc-moret-seine-loing.fr/,24770003200060,
Centre social,Centre Social et Culturel Anne Frank (CSC),93170,Bagnolet,Centre Social et Culturel Anne Frank (CSC) 61 rue girardot 93170 Bagnolet,centre.anne-frank@ville-bagnolet.fr,http://www.mairie de bagnolet.fr,21930006800018,
Centre social,"CoLi'Brie - COllectif ,LIen Social, BRIE Nangissienne",77370,Nangis,"CoLi'Brie - COllectif ,LIen Social, BRIE Nangissienne 18 promenade Ernest Chauvet 77370 Nangis",accueil@colibrie.org,http://colibrie.org,44940611500021,0953879905
Centre social,CENTRE SOCIAL MAISON DE QUARTIER EVRY SUD,91000,Évry-Courcouronnes,"CENTRE SOCIAL MAISON DE QUARTIER EVRY SUD 3, rue George Sand 91000 Évry-Courcouronnes",fouad.elbourkadi@evrycourcouronnes.fr,,20008352500010,
Centre social,CENTRE SOCIAL LA 20EME CHAISE,75020,Paris 20e Arrondissement,CENTRE SOCIAL LA 20EME CHAISE 38 rue des Amandiers 75020 Paris 20e Arrondissement,direction@la20emechaise.org,www.la20emechaise.org,49080435800037,0143490249
Centre social,ESPACE DE PROXIMITE ET DE CITOYENNETE CHARLOTTE DELBO,77500,Chelles,ESPACE DE PROXIMITE ET DE CITOYENNETE CHARLOTTE DELBO 7 allée de la Noue Brossard 77500 Chelles,a.khiter@chelles.fr,http://www.chelles.fr,217.701.085.000.11.,0164728484
Centre social,CENTRE SOCIAL LA MOSAIQUE,77140,Nemours,"CENTRE SOCIAL LA MOSAIQUE 40A, rue des Chérelles 77140 Nemours",isabelle.gaudillat@ccas-nemours.fr,http://www.nemours.fr/,26770883200048,0164784000
Centre social,ESPACE NELSON MANDELA,91240,Saint-Michel-sur-Orge,ESPACE NELSON MANDELA 3 avenue Saint-Saëns 91240 Saint-Michel-sur-Orge,espacemandela@saintmichel91.fr,http://csnelsonmandela.centres-sociaux.fr,219 105 707 000 18,
Centre social,Maison Pour Tous Henri Roser,93300,Aubervilliers,Maison Pour Tous Henri Roser 38 rue Gaetan Lamy 93300 Aubervilliers,abdel-rozak.chouder@mairie-aubervilliers.fr,https://www.aubervilliers.fr/,21930001900011,0148395200
Centre social,CENTRE SOCIAL LAVOISIER,77000,Melun,CENTRE SOCIAL LAVOISIER 2 rue Joachim du Bellay 77000 Melun,cdethare@ville-melun.fr,http://Pas e site internet,217702885000,
Centre social,Maison de quartier du Plateau Monmousseau,94200,Ivry-sur-Seine,Maison de quartier du Plateau Monmousseau 17 rue Gaston Monmousseau 94200 Ivry-sur-Seine,saslounej@ivry94.fr,http://www.ivry94.fr,352 868 616 00033,0149602508
Centre social,CENTRE SOCIO-CULTUREL SALVADOR ALLENDE,95400,Villiers-le-Bel,CENTRE SOCIO-CULTUREL SALVADOR ALLENDE 10 BOULEVARD SALVADOR ALLENDE 95400 Villiers-le-Bel,ofanjul@ville-villiers-le-bel.fr,www.ville-villiers-le-bel.fr,21950680500015,0134292827
Centre social,CENTRE SOCIAL ET CULTUREL  ESPACE ROSA-PARKS,78955,Carrières-sous-Poissy,"CENTRE SOCIAL ET CULTUREL ""ESPACE ROSA-PARKS"" 10, rue des Fleurs 78955 Carrières-sous-Poissy",centresocialetculturel@carrieres-sous-poissy.fr,https://www.carrieres-sous-poissy.fr/centre-social-et-culturel,21780123200174,0139223600
Centre social,ALAIN MIMOUN (CS),93250,Villemomble,"ALAIN MIMOUN (CS) 38, bis allée des deux communes 93250 Villemomble",jtaillard@ccas-villemomble.fr,https://www.instagram.com/cs_alainmimoun,26930038000020,
Centre social,CENTRE SOCIAL GEORGES BRASSENS,95330,Domont,CENTRE SOCIAL GEORGES BRASSENS 46 rue Aristide Briand 95330 Domont,valerie@centregeorgesbrassens.fr,http://www.centregeorgesbrassens.fr,32343997600016,0139915069
Centre social,NELSON MANDELA (CS/Espace),93250,Romainville,NELSON MANDELA (CS/Espace) 6 rue Pierre Brossolette 93250 Romainville,resp.mandela@ville-romainville.fr,http://0142870830,21930063900016,
Centre social,Les MARNAUDES - AGG (CSC),93110,Rosny-sous-Bois,Les MARNAUDES - AGG (CSC) rue Jacques Offenbach 93110 Rosny-sous-Bois,accueil.csmarnaudes@agg-rosny93.org,http://www.agg-rosnysous-bois.fr,38464485200020,
Centre social,GUY TOFFOLETTI (CS),93170,Bagnolet,GUY TOFFOLETTI (CS) 43 rue Charles Delescluze 93170 Bagnolet,centre.guy-toffoletti@ville-bagnolet.fr,centre.guy-toffoletti@ville-bagnolet.fr,0,0149936000
Centre social,CENTRE SOCIAL LES RIGOLES,75020,Paris 20e Arrondissement,CENTRE SOCIAL LES RIGOLES 70 rue des Rigoles 75020 Paris 20e Arrondissement,direction@csrigoles.fr,https://relais-menilmontant.fr,30900121200047,
Centre social,CENTRE SOCIAL L'AMANDIER,91270,Vigneux-sur-Seine,CENTRE SOCIAL L'AMANDIER 24bis avenue de la concorde 91270 Vigneux-sur-Seine,d.meftah@vigneux91.fr,http://www.mairie-vigneux-sur-seine.fr,219.106.572.000.15,
Centre social,Centre social  ROSA PARKS,95870,Bezons,"Centre social ""ROSA PARKS"" 6 rue Camille Desmoulins 95870 Bezons",h.ozturk@mairie-bezons.fr,http://www.ville-bezons.fr,21950063400395,0179876200
Centre social,Maison pour tous Joséphine Baker,94500,Champigny-sur-Marne,"Maison pour tous Joséphine Baker 6, Place Rodin 94500 Champigny-sur-Marne",mpt.boislabbe@mairie-champigny94.fr,"http://www.champigny94.fr (aller dans ""cadre de vie"" puis dans ""Dans les quartiers"" puis dans ""2 Maisons pour tous"")",21940017300015,
Centre social,MAISON POUR TOUS DE CHEVILLY LARUE - CGAMPT,94550,Chevilly-Larue,MAISON POUR TOUS DE CHEVILLY LARUE - CGAMPT 7 voie Rosa Parks 94550 Chevilly-Larue,direction@mpt-chevillylarue.fr,http://www.chevillylarue-mpt.fr,31858457000028,
Centre social,Centre socioculturel LE FORUM,94290,Villeneuve-le-Roi,Centre socioculturel LE FORUM 59 avenue du Docteur Calmette 94290 Villeneuve-le-Roi,forum.villeneuve@villeneuveleroi.fr,http://www.villeneuveleroi.fr,21940077700013,0149614242
Centre social,CENTRE SOCIAL MUNICIPAL LE SEMAPHORE,78340,Les Clayes-sous-Bois,CENTRE SOCIAL MUNICIPAL LE SEMAPHORE 6 mail des écoliers 78340 Les Clayes-sous-Bois,semaphore@lesclayessousbois.fr,http://www.lesclayessousbois.fr,217 801 653 00015,0130793939
Centre social,ESCAL,92170,Vanves,"ESCAL 29, rue Louis Dardenne CS40001 92170 CEDEX 92170 Vanves",escal@ville-vanves.fr,http://www.vanves.fr/culture-loisirs/escal/,219 200 755 00011,0141339200
Centre social,CENTRE SOCIAL LE PICOULET,75011,Paris 11e Arrondissement,CENTRE SOCIAL LE PICOULET 59 rue de la fontaine au roi 75011 Paris 11e Arrondissement,direction@picoulet.org,http://picoulet.centres-sociaux.fr/,32682665900022,0148067031
Centre social,CENTRE SOCIAL MERISIERS,78190,Trappes,CENTRE SOCIAL MERISIERS 2BIS ET 6 RUE EUGENE POTTIER 78190 Trappes,jules.kamga@mairie-trappes.fr,,21780621500547,
Centre social,CENTRE SOCIAL ANNETTE MORO,78190,Trappes,CENTRE SOCIAL ANNETTE MORO 18 square Georges Sand 78190 Trappes,dir-csc-Moro@mairie-trappes.fr,,21780621500547,
Centre social,CENTRE SOCIAL LINO VENTURA,91300,Massy,CENTRE SOCIAL LINO VENTURA 2 Place Saint-Fiacre 91300 Massy,kounkou.maraleblan@massy.mairie.fr,,21910377700013,
Centre social,CENTRE SOCIAL GRAND VAUX,91600,Savigny-sur-Orge,CENTRE SOCIAL GRAND VAUX 5 Allee Georges Clemenceau 91600 Savigny-sur-Orge 91600 Savigny-sur-Orge,j-kamga@savigny.org,https://www.savigny.org/maisons-de-quartier-centres-sociaux/,78440587000493,0169544000
Centre social,Maison de Quartier des Paradis,92260,Fontenay-aux-Roses,Maison de Quartier des Paradis postale : 75 rue Boucicaut / adresse de l'équipement : 8 - 12 rue Paul Verlaine FONTENAY AUX ROSES 92260 Fontenay-aux-Roses,anya.chegrani@fontenay-aux-roses.fr,http://www.fontenay-aux-roses.fr/loisirs-culture-sport/maison-de-quartier-des-paradis.htm,219 200 326 000 11,0141132000
Centre social,ESPACE JEUNESSE ET FAMILLES,95600,Eaubonne,ESPACE JEUNESSE ET FAMILLES 18 rue de Soisy 95600 Eaubonne,ejf@eaubonne.fr,http://www.eaubonne.fr,219 502 036 000 11,0134272600
Centre social,CS JEAN BAPTISTE COROT,95140,Garges-lès-Gonesse,CS JEAN BAPTISTE COROT RUE JEAN BAPTISTE COROT 95140 Garges-lès-Gonesse,bennirf@villedegarges.com,,219502689,
Centre social,CS Ferme du Saut du Loup,94550,Chevilly-Larue,CS Ferme du Saut du Loup 52 rue du Lieutenant Petit Le Roy 94550 Chevilly-Larue,contact@lafermedusautduloup.fr,https://www.lafermedusautduloup.fr,52377111100029,0721290525
Centre social,CSC Rébérioux,94000,Créteil,CSC Rébérioux 27 avenue François Mitterand 94000 Créteil,a.saumonneau@mjccreteil.com,www.mjccreteil.com,314 841 479 00012,
Centre social,Espace Inter G,94120,Fontenay-sous-Bois,Espace Inter G 15 rue Jean Macé 94120 Fontenay-sous-Bois,niouma.camara@fontenay-sous-bois.fr,https://smj.fontenay.fr,21940033000011,0149747474
Centre social,OMAC Office Municipal d'Animation de la Cité,77200,Torcy,OMAC Office Municipal d'Animation de la Cité Maison Léo Lagrange - 10 rue de la Fontaine 77200 Torcy,omac.torcy77@gmail.com,,75279054300017,
Centre social,MJC centre social Saint-Exupéry,91170,Viry-Châtillon,MJC centre social Saint-Exupéry 9 avenue de Flandre 91170 Viry-Châtillon,direction@mjclespasserelles.org,,41990306700025,
Centre social,Centre Culturel et Social Aimé Césaire. ville de Gennevilliers,92230,Gennevilliers,"Centre Culturel et Social Aimé Césaire. ville de Gennevilliers 6, avenue du LUTH 92230 Gennevilliers",ecsaimecesaire@ville-gennevilliers.fr,http://www.ville-gennevilliers.fr/culture/espace-aime-cesaire/,21920036700015,
Centre social,Centre social maison de quartier Evry Champtier du coq,91000,Évry-Courcouronnes,Centre social maison de quartier Evry Champtier du coq Place Victor Hugo 91000 Évry-Courcouronnes,roland.nlocka@evrycourcouronnes.fr,,20008352500010,
Centre social,C S INTERCOMMUNAL AIME CESAIRE,91230,Montgeron,C S INTERCOMMUNAL AIME CESAIRE 67 rue Raymond Paumier 91230 Montgeron,centresocial-oly@vyvs.fr,,20005847700015,
Centre social,MAISON DE QUARTIER CENTRE SOCIAL ET CULTUREL JACQUES PREVERT,91000,Évry-Courcouronnes,MAISON DE QUARTIER CENTRE SOCIAL ET CULTUREL JACQUES PREVERT 3 rue Jules VALLES 91000 Évry-Courcouronnes,accueilcs.prevert@evrycourcouronnes.fr,http://www.evrycourcouronnes.fr,0,0169366666
Centre social,CENTRE SOCIAL BIEVRE POTERNE,91300,Massy,CENTRE SOCIAL BIEVRE POTERNE 6 square de la Poterne 91300 Massy,a.coulibaly@mairie-massy.fr,massy.fr,219103777,0562001779
Centre social,Maison Aimé Césaire,92600,Asnières-sur-Seine,"Maison Aimé Césaire 9-11, rue Jules Hardouin-Mansart 92600 Asnières-sur-Seine",rjaouad@mairieasnieres.fr,https://asnieres-sur-seine.fr/vivre-a-asnieres/actions-sociales-et-handicap/titre-par-defaut,219 200 045 00017,0141111213
Centre social,CENTRE SOCIAL DE BOULOGNE,92100,Boulogne-Billancourt,CENTRE SOCIAL DE BOULOGNE 63/65 Allée du forum 92100 Boulogne-Billancourt,constance.yohou@utidf.ifac.asso.fr,,33273739400442,
Centre social,Centre de Vie Sociale Aimé Césaire,78200,Mantes-la-Jolie,Centre de Vie Sociale Aimé Césaire Rue Boileau 78200 Mantes-la-Jolie,sbenard@manteslajolie.fr,,21780361800016,
Centre social,CENTRE DE VIE SOCIALE PEINTRES MEDECINS,78200,Mantes-la-Jolie,CENTRE DE VIE SOCIALE PEINTRES MEDECINS 03 rue du docteur Godeau 78200 Mantes-la-Jolie,lsajide@manteslajolie.fr,,21780361800016,
Centre social,CENTRE DE VIE SOCIALE GASSICOURT,78200,Mantes-la-Jolie,"CENTRE DE VIE SOCIALE GASSICOURT 1, Place Paul Bert 78200 Mantes-la-Jolie",mroux@manteslajolie.fr,http://www.manteslajolie.fr,21780361800016,
Centre social,Maison de quartier du Grand Air - centre social,93100,Montreuil,Maison de quartier du Grand Air - centre social 40 rue du Bel Air 93100 Montreuil,julien.henrique@montreuil.fr,http://www.montreuil.fr/solidarites/les-centres-sociaux/centre-social-grand-air/,219 300 480 00015,0148706000
Centre social,Centre social L'Escale,93440,Dugny,Centre social L'Escale 2 rue Guynemer 93440 Dugny,service.centre_social@mairie-dugny.fr,http://ville-dugny.fr,219 300 308 00018,0149926666
Centre social,Maison de quartier PIERRE SEMARD,93200,Saint-Denis,Maison de quartier PIERRE SEMARD 9/11 rue Emile Chrétien 93200 Saint-Denis,maisonquartier.semard@saintdenis.fr,http://ville-saint-denis.fr/,92993941100013,0149336666
Centre social,MAISON DES INITIATIVES ET DE LA CITOYENNETé (MIC),93450,L'Île-Saint-Denis,MAISON DES INITIATIVES ET DE LA CITOYENNETé (MIC) 1 bis rue Méchin -Place des arts 93450 L'Île-Saint-Denis,eric.frenaud@lile-saint-denis.fr,https://www.lile-saint-denis.fr/bouger-sengager-decouvrir/vie-associative/,21930039900017,0149221100
Centre social,VIEUX PAYS (CS),93290,Tremblay-en-France,VIEUX PAYS (CS) 15 Place du colonel Henri Rol-Tanguy 93290 Tremblay-en-France,n.ourzzouq@tremblayenfrance.fr,,219 300 738 00271,
Centre social,MAISON 13 SOLIDAIRE,75013,Paris 13e Arrondissement,MAISON 13 SOLIDAIRE 13 rue Annie GIRARDOT 75013 Paris 13e Arrondissement,direction@maison13solidaire.fr,https://m13solidaire.fr/,78881042200022,0171194358
Centre social,LA MAISON BLEUE - PORTE MONTMARTRE,75018,Paris 18e Arrondissement,LA MAISON BLEUE - PORTE MONTMARTRE 24 avenue de la Porte Montmartre 75018 Paris 18e Arrondissement,direction@maisonbleue-pm.org,http://maisonbleue-pm.fr,79394484400018,0153092438
Centre social,MAISON MUNICIPALE DE QUARTIER CENTRE-VILLE GAGARINE,94200,Ivry-sur-Seine,MAISON MUNICIPALE DE QUARTIER CENTRE-VILLE GAGARINE 7 rue Truillot - 94200 Ivry sur Seine 94200 Ivry-sur-Seine,maisonquartiercentreville@ivry94.fr,http://www.ivry94.fr,219 400 413 000 15,0149602508
Centre social,MAISON DE QUARTIER DU PETIT IVRY,94200,Ivry-sur-Seine,MAISON DE QUARTIER DU PETIT IVRY 44 rue Jean Le Galleu 94200 Ivry-sur-Seine 94200 Ivry-sur-Seine,maisonquartierpetitivry@ivry94.fr,http://www.ivry94.fr,21940041300015,0149602508
Centre social,CENTRE SOCIAL LA MAISON DES FAMILLES,94250,Gentilly,CENTRE SOCIAL LA MAISON DES FAMILLES Administrative : 14 place Henri Babusse 94250 GENTILLY / Physique : 3 allée Fernand Léger 94250 GENTILLY 94250 Gentilly,maisondesfamilles@ville-gentilly.fr,https://www.ville-gentilly.fr/au-quotidien/sante-solidarite/centre-social-maison-des-familles,219   400   371   00015,0147405858
Centre social,MJC-CENTRE SOCIAL FERNAND LEGER,91100,Corbeil-Essonnes,MJC-CENTRE SOCIAL FERNAND LEGER 45 ALLEES ARISTIDE BRIAND 91100 Corbeil-Essonnes,direction@mjccorbeil.com,http://www.mjccorbeil.com,78518395500018,0164962769
Centre social,Espace social Rosa Parks,91150,Étampes,"Espace social Rosa Parks 35, Boulevard de Montfaucon 91150 Étampes",boubou.niang@mairie-etampes.fr,http://www.mairie-etampes.fr,26910050900075,0160816070
Centre social,CENTRE SOCIAL SCHUMAN,77000,Melun,CENTRE SOCIAL SCHUMAN Rue Robert Schuman 77000 Melun,dmoustahzi@ville-melun.fr,www.ville-melun.fr,csschman@ville-melun.fr,0678341075
Centre social,MAISON DE L'EDUCATION DES LOISIRS ET DE LA CULTURE,95800,Courdimanche,MAISON DE L'EDUCATION DES LOISIRS ET DE LA CULTURE 64 boulevard des chasseurs COURDIMANCHE 95800 Courdimanche,f.ben-hida@ville-courdimanche.fr,http://www.ville-courdimanche.fr,2195018300018,
Centre social,CENTRE SOCIAL LE DECLIC,95520,Osny,CENTRE SOCIAL LE DECLIC 5 allée des Marais OSNY 95520 Osny,v.base@ville-osny.fr,,21950476800124,
Centre social,ifac Suresnes,92150,Suresnes,ifac Suresnes 5 allée des Platanes 92150 Suresnes,franck.pinon@suresnes.ifac.asso.fr,https://www.ifac.asso.fr/suresnes,33273739400962,0134442190
Centre social,MAISON DES PART'ÂGES LOUIS GIRERD,92350,Le Plessis-Robinson,MAISON DES PART'ÂGES LOUIS GIRERD 8 ter avenue Léon Blum 92350 Le Plessis-Robinson,sophie.bouhouch@plessis-robinson.com,http://www.plessis-robinson.com/vie-pratique/la-maison-des-partages-louis-girerd.html,21920060700014,0146014321
Centre social,CENTRE SOCIO CULTUREL D'ANTONY,92160,Antony,CENTRE SOCIO CULTUREL D'ANTONY 4 boulevard des Pyrenees 92160 Antony,marion.duclaux@ville-antony.fr,www.ville-antony.fr/centre-social-culturel,,0140967100
Centre social,ESPACE CULTUREL ET SOCIAL GRESILLONS,92230,Gennevilliers,ESPACE CULTUREL ET SOCIAL GRESILLONS 28 rue Paul Vaillant Couturier 92 230 Gennevilliers 92230 Gennevilliers,patricia.ndozangue@ville-genneviliers.fr,http://www.ville-gennevilliers.fr/culture/espace-gresillons,32085342700013,
Centre social,FRANC MOISIN BEL AIR STADE DE FRANCE (MQ),93200,Saint-Denis,FRANC MOISIN BEL AIR STADE DE FRANCE (MQ) 16 COURS DU RU DE MONTFORT 93200 Saint-Denis,maison.quartier.fmba.sdf@saintdenis.fr,http://Facebook Maison de quartier Franc Moisin,92993941100013,
Centre social,YAMINA SETTI (MPT),93240,Stains,YAMINA SETTI (MPT) 40 rue du moulin neuf 93240 Stains,ammadou.toure@stains.fr,,219 300 720 00014,
Centre social,Les HAUTS DE GAGNY (CS),93220,Gagny,Les HAUTS DE GAGNY (CS) 100 allee de l'Acqueduc Saint Fiacre 93220 Gagny,centrehautsgagny@free.fr,centrehautsgagny@fre.fr,40949373100023,
Centre social,CESARIA EVORA (MPT),93120,La Courneuve,"CESARIA EVORA (MPT) 55, avenue Henri Barbusse 93120 La Courneuve",maisonpourtous.evora@ville-la-courneuve.fr,http://www.ville-lacourneuve.fr,21930027400012,
Centre social,JARDIN DES SOURCES (MPT),93160,Noisy-le-Grand,JARDIN DES SOURCES (MPT) 14 place Georges Pompidou 93160 Noisy-le-Grand,mohamed.kebli@ville-noisylegrand.fr,,0,
Centre social,LIMEIL BREVANNES CHRISTIAN MARIN,94450,Limeil-Brévannes,LIMEIL BREVANNES CHRISTIAN MARIN 4 place de l' aquitaine 94450 Limeil-Brévannes,stephanie.gourvennec@limeil.fr,,21940044700013,
Centre social,MJC Centre Social Christiane FAURE,94380,Bonneuil-sur-Marne,MJC Centre Social Christiane FAURE 6 avenue de la république 94380 Bonneuil-sur-Marne,direction@mjcbonneuil.com,http://mjcbonneuil facebook,78566299000023,
Centre social,CENTRE SOCIAL ANDREE CHEDID,94310,Orly,CENTRE SOCIAL ANDREE CHEDID 4 ter avenue de la Victoire 94310 Orly,dahvia.karriche@mairie-orly.fr,https://www.mairie-orly.fr/Temps-libre/Activites-familles-et-jeunesse/Centre-social-Andree-Chedid,21940054600269,0148902000
Centre social,CENTRE SOCIOCULTUREL LA GIRAFE,78400,Chatou,CENTRE SOCIOCULTUREL LA GIRAFE 197 rue des Landes 78400 Chatou,csc.lagirafe@mairie-chatou.fr,http://www.chatou.fr/chatou/,217 801 463 00019,0134804600
Centre social,MAISON DE QUARTIER DES ESPERANCES,95120,Ermont,MAISON DE QUARTIER DES ESPERANCES 112 rue du 18 juin 95120 Ermont,mdq.esperances@ville-ermont.fr,site de la ville d'Ermont,,
Centre social,CENTRE SOCIAL ROSA PARKS,75019,Paris 19e Arrondissement,CENTRE SOCIAL ROSA PARKS 219 boulevard Macdonald 75019 Paris 19e Arrondissement,direction@centrerosaparks.paris,http://www.centrerosaparks.paris,80884349400028,0142858588
Centre social,CAMILLE CLAUDEL,91150,Étampes,CAMILLE CLAUDEL 119 BIS BOULEVARD SAINT MICHEL ETAMPES 91150 Étampes,elodie.touzeau@mairie-etampes.fr,,,
Centre social,ESPACE DES HABITANTS MORET SEINE-ET-LOING - VILLEMER,77250,Villemer,ESPACE DES HABITANTS MORET SEINE-ET-LOING - VILLEMER Rue des marronniers 77250 Villemer,espacedeshabitants@ccmsl.com,http://www.ccmsl.fr/espace-des-habitants.html,247 700 032 000 60,0160706609
Centre social,CENTRE SOCIOCULTUREL MIX'CITY,77400,Lagny-sur-Marne,"CENTRE SOCIOCULTUREL MIX'CITY 19, rue Louis Blériot 77400 Lagny-sur-Marne",mixcity@lagny-sur-marne.fr,,26770864200017,
Centre social,Maison de quartier des Chardonnerettes,95200,Sarcelles,Maison de quartier des Chardonnerettes rue André Grünig 95200 Sarcelles 95200 Sarcelles,mqchardos@yahoo.fr,,21950585600019,
Centre social,ESPACE MARIANNE,95420,Magny-en-Vexin,ESPACE MARIANNE 3 rue des cordeliers 95420 Magny-en-Vexin,c.bis@magny-en-vexin.fr,,21950355400012,
